 ,Cell Name,Number of Surfels,Center X,Center Y,Center Z,Frame,Channel,Mesh ?,Euler characteristic,Free edges,Surface,Volume,Real Surface,Real Volume
1,cell_0,420,66.904,90.148,12.863,1,2,YES,2,0,872.903,2319.667,22.346,9.501
