 ,Cell Name,Number of Surfels,Center X,Center Y,Center Z,Frame,Channel,Mesh ?,Euler characteristic,Free edges,Surface,Volume,Real Surface,Real Volume
1,cell_0,334,77.192,79.671,13.275,1,2,YES,2,0,701.829,1702.046,17.967,6.972
