 ,Cell Name,Number of Surfels,Center X,Center Y,Center Z,Frame,Channel,Mesh ?,Euler characteristic,Free edges,Surface,Volume,Real Surface,Real Volume
1,cell_0,430,93.340,92.080,13.096,1,2,YES,2,0,904.092,2507.937,23.145,10.273
